step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
22,CASH_OUT,3344.26494318874,C3386301,4701.672100910487,1357.407157721747,C3125073,634.7104028100423,3978.9753459987824,0
253,PAYMENT,698.6032712002801,C9628439,62816.189536500315,62117.58626530004,C9107454,11330.703137927763,12029.306409128043,0
561,CASH_OUT,8736.27876194753,C9682227,26243.03040945198,17506.751647504454,C2426115,9545.339749262881,18281.61851121041,0
475,DEBIT,2692.1455218530637,C7701598,12413.37183927135,9721.226317418288,C8712067,88354.52021317235,91046.66573502541,0
59,TRANSFER,1122.079115590392,C5227987,108.77866288542761,0.0,C2204826,1618.2714943753226,2740.3506099657143,0
511,DEBIT,26244.431947358527,C5271114,4870.367491579992,0.0,C6009805,4555.679692425616,30800.111639784143,0
682,PAYMENT,73.76047205583947,C8123937,45487.45789111034,45413.6974190545,C1604093,8386.689835333422,8460.450307389261,0
476,CASH_IN,8815.143322891421,C3458779,1151.5503025188843,0.0,C1653702,2698.0426462022283,11513.185969093649,0
700,DEBIT,990.0298203697545,C7938789,5112.640132857846,4122.610312488091,C9531255,43392.06294514557,44382.09276551532,0
190,TRANSFER,15267.977616857177,C1500518,7245.802265555845,0.0,C1856077,96402.96024444481,111670.937861302,0
687,PAYMENT,24649.488188976513,C8782731,12696.482254702087,0.0,C2176745,887.905953568666,25537.394142545178,0
563,DEBIT,31.415422221692836,C8976497,3556.038239761618,3524.622817539925,C3273754,3241.636711731521,3273.052133953214,0
567,CASH_OUT,1952.2839888683625,C6413865,18578.343840078178,16626.059851209815,C2934410,114589.32447453254,116541.6084634009,0
244,CASH_IN,3348.8867493813927,C5105726,17298.870870141756,13949.984120760364,C8786224,15464.895648719423,18813.782398100815,0
505,PAYMENT,26.69105561528628,C1292432,1293.6324889482805,1266.9414333329942,C1305656,10243.755707207514,10270.446762822801,0
131,DEBIT,4700.864253039016,C6233475,1666.2762072649489,0.0,C8452331,16034.224244538169,20735.088497577184,0
485,PAYMENT,1036.7998543225535,C7907172,11385.732154675521,10348.932300352968,C5589530,30084.906684198093,31121.706538520648,0
647,CASH_OUT,267.3464459110688,C3688565,150923.1289894897,150655.78254357862,C1876465,17647.11501083726,17914.46145674833,0
21,TRANSFER,811.6115441752563,C4831897,59866.53528887358,59054.923744698324,C6556027,12421.57333674089,13233.184880916146,0
167,DEBIT,574.4268304828053,C7113718,2598.4233707978506,2023.9965403150454,C6889351,8259.754168854613,8834.180999337419,0
274,PAYMENT,951.7337975390333,C5445898,1618.3655082559155,666.6317107168823,C1272494,120144.2777134043,121096.01151094334,0
388,PAYMENT,4316.701215011381,C5122816,3780.8282868654796,0.0,C4323701,4757.2825130247365,9073.983728036117,0
601,PAYMENT,21215.621661485122,C8414247,174168.41626102617,152952.79459954106,C1259585,8123.156061818771,29338.777723303894,0
316,TRANSFER,2551.2229217583445,C4809891,7839.744684793903,5288.521763035558,C6734399,180590.45452798388,183141.67744974222,0
14,PAYMENT,27051.99790696372,C9703324,11646.646032840516,0.0,C3183708,15544.358108947405,42596.35601591112,0
242,CASH_IN,368.00077061116843,C4003480,1555.1975647540207,1187.1967941428522,C4209999,7092.750743027176,7460.7515136383445,0
346,CASH_IN,4047.1917850971204,C7798266,8485.127642837671,4437.935857740551,C4254518,28609.47893845061,32656.67072354773,0
565,PAYMENT,201435.21526740663,C9046000,387.8461471947745,0.0,C6074674,12766.490428039175,214201.7056954458,0
340,CASH_IN,123.82514799273005,C4713169,505.9609571301524,382.13580913742237,C5878162,1847.8342454169263,1971.6593934096563,0
92,DEBIT,114.71887176541573,C3670097,9495.398472929794,9380.679601164378,C1289609,13229.483938467187,13344.202810232602,0
367,CASH_IN,38558.945704676014,C6383481,12840.574923402488,0.0,C2831605,1607.5481280433476,40166.49383271936,0
455,PAYMENT,4633.418742299327,C2274182,3508.730999368313,0.0,C7447344,312870.5122997719,317503.9310420712,0
428,CASH_OUT,895.1577114668094,C2883216,15297.917258177908,14402.759546711099,C4797687,13063.193522168809,13958.351233635618,0
509,DEBIT,311.2675180196017,C9032657,610.7456938315307,299.478175811929,C3173782,1240.8912856999734,1552.1588037195752,0
35,TRANSFER,2773.936735241028,C6098291,4038.8045938222463,1264.8678585812181,C9653152,3695.009027721906,6468.945762962934,0
206,PAYMENT,3893.8675853352493,C7842434,2254.4316007566886,0.0,C9609117,37017.88678012985,40911.754365465094,0
81,TRANSFER,3932.594134468489,C2135750,6800.7627063671325,2868.1685718986437,C8572806,913.9189866596944,4846.513121128183,0
562,CASH_OUT,305.2420794629692,C8094126,4404.2828615955705,4099.040782132602,C8950388,1869027.2985650916,1869332.5406445544,0
388,TRANSFER,1519.447642557329,C5102345,751379.024893025,749859.5772504677,C5755328,441.19824635523975,1960.6458889125686,0
2,PAYMENT,957.0293955262434,C5512683,1204.070837815773,247.04144228952964,C7269537,51601.693035802746,52558.72243132899,0
390,PAYMENT,10860.50162743812,C4062098,8024.619733409869,0.0,C6236156,3061.871443953453,13922.373071391572,0
566,CASH_OUT,343.470471999557,C5702372,2136529.0425849147,2136185.572112915,C4206433,1607.22986760818,1950.700339607737,0
106,PAYMENT,3470.5055235867767,C6498552,27500.490019609915,24029.98449602314,C6660126,23752.996782929105,27223.502306515882,0
477,CASH_OUT,578649.8564922631,C9230709,7488.534417069424,0.0,C4519239,3268.497928936601,581918.3544211998,0
703,CASH_OUT,299.6272022301606,C8790746,41418.23053026601,41118.603328035846,C1586293,195458.95775081302,195758.58495304317,0
402,PAYMENT,668.7926314827959,C7864073,28589.6448296515,27920.852198168704,C4929268,491.4775440855047,1160.2701755683006,0
730,CASH_IN,2470.7452229234273,C5393128,890.8986386158882,0.0,C4769461,24948.19989510733,27418.945118030755,0
556,CASH_OUT,8.293658409771247,C8978053,365.66532459850276,357.3716661887315,C7850078,4672.9926328766105,4681.286291286382,0
162,PAYMENT,171.80241830994936,C6139223,9831.554950986014,9659.752532676064,C7790356,14655.30663174527,14827.10905005522,0
202,CASH_IN,5549.067086487205,C2066476,3106.50275806811,0.0,C8772313,22656.219003866303,28205.286090353507,0
270,CASH_OUT,2097.832102752164,C4504481,765044.8295022224,762946.9973994702,C1551390,253.85492852242697,2351.687031274591,0
271,CASH_IN,24573.264330813287,C2478983,75986.1152906636,51412.850959850315,C4890622,12939.166235138295,37512.43056595158,0
456,DEBIT,1851.4980058548172,C6832098,75930.08651762786,74078.58851177304,C5629395,71546.78059285271,73398.27859870752,0
462,DEBIT,1552.6395136079375,C9799734,70.80020119719832,0.0,C2798421,20594.39559442892,22147.035108036856,0
727,CASH_IN,730.8866964184497,C1355866,2489.935674933632,1759.0489785151824,C8230617,3875.6125326251204,4606.49922904357,0
252,CASH_OUT,1501.6350755477863,C3222424,7936.9581582459805,6435.323082698194,C6707620,479.3304860825392,1980.9655616303255,0
702,PAYMENT,264.23116991364,C1967444,1862.581854170875,1598.3506842572351,C9181914,22379.50263465497,22643.733804568612,0
296,TRANSFER,2219.56873852737,C5577656,2321.178631518479,101.60989299110906,C6570103,345315.70025447104,347535.2689929984,0
725,PAYMENT,427.30001263592646,C9140070,4846.293921435496,4418.993908799569,C8859057,30446.856646369743,30874.15665900567,0
720,TRANSFER,264.66613334470657,C6930271,10394.522977302415,10129.856843957708,C8957283,82079.02931568606,82343.69544903077,0
338,TRANSFER,829.7173702225964,C7823165,1816461.7640840053,1815632.0467137827,C6459665,52367.08263264277,53196.80000286537,0
53,CASH_OUT,7348.897930068438,C6774420,2113.4420549953816,0.0,C4212924,3691.6997609081104,11040.597690976549,0
217,CASH_IN,3962.026893582019,C2651249,43971.969472237935,40009.942578655915,C9756908,9710.625652703473,13672.652546285492,0
188,PAYMENT,11330.041910726994,C9772080,151332.92968135542,140002.88777062844,C5872505,46029.89644102868,57359.93835175567,0
380,CASH_IN,470.3738145374227,C6018785,1107.3399486140456,636.9661340766229,C2771542,343.97180754424954,814.3456220816722,0
493,DEBIT,2903.312876687292,C1168602,453535.64814792754,450632.33527124027,C2951119,29836.450565061572,32739.763441748863,0
41,CASH_OUT,89642.44497888845,C5979052,12978.112550526577,0.0,C2857322,100492.22530617332,190134.67028506176,0
157,CASH_OUT,48777.74602803157,C3876959,55.11833800569522,0.0,C6733727,7312.0684284465115,56089.81445647808,0
15,DEBIT,232.92726286631412,C9553414,93301.90718369785,93068.97992083154,C4802322,41276.12691982725,41509.054182693566,0
65,PAYMENT,396.70468907594574,C9083006,318.9013656155572,0.0,C1682079,2673.8017439170876,3070.5064329930333,0
521,DEBIT,88870.96618475832,C1713067,149611.32731104066,60740.36112628234,C9295783,8747.022587172221,97617.98877193054,0
344,PAYMENT,7354.74419364752,C9093803,56767.81244797316,49413.06825432564,C7294286,4692.755968607706,12047.500162255226,0
129,TRANSFER,2035.5876489882305,C7101663,1011.7735430142835,0.0,C5269104,20325.374957383232,22360.962606371464,0
648,CASH_OUT,1628.1125220101167,C4128975,3713.9535398370267,2085.84101782691,C5705940,6574.466956664908,8202.579478675025,0
472,PAYMENT,4698.128689343929,C8906718,31856.529689694064,27158.401000350135,C9265290,283.62167451783426,4981.750363861764,0
63,CASH_IN,4817.387319823421,C1120201,2670.7281751043547,0.0,C9035039,1927.0490456026935,6744.436365426115,0
139,CASH_IN,1026.261372044941,C1195297,263078.89846388623,262052.6370918413,C3470738,394359.09613816964,395385.35751021456,0
499,CASH_OUT,2150.8082581594863,C6845980,50482.62236550052,48331.81410734104,C6584847,25211.87431556711,27362.682573726597,0
593,DEBIT,956.765501645511,C8183356,407.6827908418205,0.0,C2604427,122.01659160909627,1078.7820932546072,0
392,DEBIT,4177.553300565483,C6115308,5705.37266276051,1527.8193621950268,C9641550,90729.47028394998,94907.02358451547,0
675,PAYMENT,681.8876158188148,C3934935,22913.288199146748,22231.400583327933,C5674942,807.8345625383686,1489.7221783571833,0
419,DEBIT,236.15936505104963,C3308802,1704.1185452401774,1467.9591801891277,C2932454,48375.54127684947,48611.70064190052,0
289,CASH_OUT,56996.863980692535,C3201526,71923.03140185162,14926.167421159087,C5363639,107416.42143160396,164413.28541229648,0
379,PAYMENT,2593.7209981160763,C9833462,27695.156441493116,25101.43544337704,C1529202,9930.638424885994,12524.35942300207,0
490,TRANSFER,88797.10432074651,C2204373,34079.85890839195,0.0,C2042352,1103.4690982245397,89900.57341897105,0
231,DEBIT,62.51675230039605,C8371911,4315.394471907257,4252.877719606861,C6070008,1938.505097843463,2001.0218501438592,0
41,DEBIT,164.19486577199683,C6718650,1056.233006672377,892.0381409003803,C6029975,28524.432468320665,28688.627334092664,0
28,PAYMENT,7582.434100396221,C5183909,92516.7123869602,84934.27828656397,C8399614,836.3367392104774,8418.7708396067,0
135,CASH_IN,2598.0977271557554,C2446509,273978.65374645527,271380.5560192995,C4392885,2530.6050467640202,5128.702773919776,0
201,DEBIT,294.30595040948407,C9865934,63980.618295834225,63686.31234542474,C4986072,22601.870871944553,22896.17682235404,0
33,CASH_OUT,28940.31007625691,C5985925,48162.60968495582,19222.299608698915,C8440763,2203.1656564130158,31143.475732669925,0
48,DEBIT,523.3305763494286,C1611147,9180.97274968078,8657.642173331353,C4047253,138907.39469559322,139430.72527194265,0
503,TRANSFER,32764.51687546413,C4627945,1964.488402324258,0.0,C7975342,1016.2159171133718,33780.7327925775,0
407,DEBIT,2589.2676157016404,C6475730,35711.61702213368,33122.34940643204,C9748233,11.287394109543236,2600.5550098111835,0
574,CASH_IN,350.7728520457423,C4278665,2312.3489665392167,1961.5761144934745,C9933709,1708.8201906270208,2059.593042672763,0
728,DEBIT,782.5227243235603,C8461421,60105.68859998342,59323.16587565986,C9668016,15066.768352347544,15849.291076671105,0
99,PAYMENT,46365.274137914996,C7000269,13962.347959928344,0.0,C6731747,45554.27833502515,91919.55247294015,0
684,DEBIT,1643.3726941708426,C5681023,422.5914058817401,0.0,C5073779,3580.374915563949,5223.747609734792,0
726,CASH_IN,20841.08885200648,C4334241,9063.256029611395,0.0,C8205444,4654.266763216063,25495.355615222543,0
547,PAYMENT,49063.966748888604,C4107965,674.3570997898571,0.0,C4403945,7617.680624645474,56681.64737353408,0
739,CASH_OUT,2538.0554610167173,C3861113,502.06247031712843,0.0,C7616646,264031.70964150183,266569.76510251855,0
613,PAYMENT,1907.6246229323053,C9073392,96.44040397969607,0.0,C9019726,17283.67866642011,19191.303289352414,0
462,TRANSFER,1326.187714014211,C1692942,546.2139798031839,0.0,C9173044,3024.35666434462,4350.544378358831,0
643,PAYMENT,6028.148826510277,C4397622,750.9921803136563,0.0,C2104465,490671.52762803907,496699.67645454936,0
5,CASH_OUT,60588.47957731857,C1227993,103051.74030499604,42463.26072767747,C6216707,8286.777711827412,68875.25728914599,0
218,DEBIT,256.1920097397125,C6656898,25529.44896661795,25273.25695687824,C3617226,127.65948700688162,383.8514967465941,0
503,PAYMENT,4620.71493208474,C8805602,441688.63327123306,437067.91833914834,C9483337,505.90377269849165,5126.618704783232,0
398,PAYMENT,4237.627559262847,C9453369,5487.28413192466,1249.6565726618128,C3269623,24747.344845627296,28984.972404890144,0
393,PAYMENT,80.77162924036905,C9445884,607.9491414201976,527.1775121798286,C6455453,231.72366224688517,312.49529148725424,0
207,PAYMENT,505.2576696298522,C3463089,7961.001276444918,7455.743606815066,C9526193,21940.77746636603,22446.035135995884,0
15,CASH_OUT,761.2164810739429,C3725829,3465.039096070841,2703.822614996898,C8367464,1702.8593332840892,2464.075814358032,0
554,CASH_IN,13739.89694797009,C2778509,18886.171768821427,5146.274820851337,C3039016,85428.26218915009,99168.15913712018,0
461,CASH_IN,19494.77621788588,C6279874,469.70745125205525,0.0,C7275731,11327.919765820057,30822.695983705937,0
691,PAYMENT,70.05237665332308,C6361449,8914.004327405271,8843.951950751949,C2998971,306.7261044978242,376.7784811511473,0
575,CASH_OUT,10704.335934708408,C8791644,120053.0537155238,109348.7177808154,C1781722,50435.27408975573,61139.61002446414,0
743,CASH_OUT,8265.586500130761,C5083231,123789.89283337745,115524.3063332467,C5112631,123895.66804249576,132161.25454262653,0
241,PAYMENT,9478.424153910712,C5625464,87530.24543713966,78051.82128322894,C4976049,630.3866622035771,10108.810816114288,0
564,TRANSFER,4046.0320074969795,C3962825,24399.985933244945,20353.953925747966,C2528485,1626.8853502359586,5672.917357732938,0
96,PAYMENT,19947.910704828722,C5017176,53113.463322708536,33165.55261787982,C3713025,22131.746838691655,42079.65754352038,0
734,TRANSFER,31040.292292897117,C2278141,7499.770515721716,0.0,C6278175,31679.64974177819,62719.9420346753,0
485,PAYMENT,113.55288462234036,C6728626,18795.446454923564,18681.893570301225,C2819092,896713.1281346974,896826.6810193198,0
407,TRANSFER,2704.1729433456567,C9836832,6262.170530381737,3557.9975870360804,C3272010,48137.515803540744,50841.6887468864,0
231,TRANSFER,1791.8833707563222,C8090681,2714.23468052849,922.351309772168,C9648639,986154.3003833609,987946.1837541172,0
655,PAYMENT,948.1434352813343,C2028278,13550.137732806172,12601.994297524838,C1214910,8423.84747686559,9371.990912146925,0
171,TRANSFER,1201.0889772327914,C4134732,243210.38213771352,242009.29316048074,C2342639,17452.764433129,18653.85341036179,0
541,DEBIT,4331.0585185293285,C1802069,14151.18160616025,9820.12308763092,C9805671,2601.237045638201,6932.295564167529,0
36,CASH_IN,222.91320569854014,C7123370,21296.005325511836,21073.092119813296,C9326769,2849.2017629307097,3072.1149686292497,0
525,CASH_OUT,11398.580626339903,C3696214,38357.0469475778,26958.4663212379,C1243805,10874.769509078991,22273.350135418892,0
160,TRANSFER,1424.756011898055,C1967261,15445.5519156982,14020.795903800146,C7558050,2527.514447949363,3952.270459847418,0
699,TRANSFER,17142.111212847965,C9235886,5217.166023250245,0.0,C6067843,48.0300922565684,17190.141305104535,0
243,CASH_OUT,862.760955227282,C5504627,38630.00078295183,37767.239827724545,C7793220,2135.3773125450566,2998.1382677723386,0
86,TRANSFER,774.155515664068,C5596776,1872.1465595407212,1097.9910438766533,C2589493,69799.92755112256,70574.08306678662,0
578,CASH_OUT,449.9215830341844,C2103523,85251.58793801825,84801.66635498406,C9207097,9373.276935938247,9823.198518972431,0
682,PAYMENT,872.4372933684451,C4015173,100734.9750473631,99862.53775399465,C3712198,9478.856463628092,10351.293756996536,0
557,DEBIT,600.1263696382157,C2849684,7371.65379739799,6771.527427759775,C9888763,1760.0722567984662,2360.198626436682,0
574,DEBIT,7111.68424129022,C6307638,2155.724681419996,0.0,C3371096,15770.567879950251,22882.25212124047,0
646,CASH_IN,24202.58293667703,C6706424,578756.7683038468,554554.1853671698,C1769893,223533.49439725562,247736.07733393266,0
28,TRANSFER,6475.209099251617,C8389994,1991.410198114506,0.0,C1268983,133440.7382564991,139915.94735575072,0
620,CASH_IN,2553.3340891175044,C8548595,4494.163455070391,1940.8293659528867,C2571032,16843.798394107405,19397.13248322491,0
556,PAYMENT,7893.341920433961,C9696280,145.67349607129464,0.0,C3270032,1469.3154809203932,9362.657401354354,0
340,DEBIT,2771.546518139475,C5300516,126823.3793655545,124051.83284741503,C2795556,277727.6194107464,280499.16592888586,0
331,PAYMENT,3156.2714527673484,C5350977,458.80522871572714,0.0,C2966414,67405.7350149591,70562.00646772645,0
640,PAYMENT,1614.4056082240256,C2009680,21489.333011213475,19874.92740298945,C3125769,419.184830694432,2033.5904389184575,0
506,TRANSFER,15885.82571638102,C1201047,14888.971753274047,0.0,C4920043,241.38944779569937,16127.21516417672,0
348,PAYMENT,17.60418865177202,C6815307,6931.682769054291,6914.078580402519,C4818346,468.31310524557864,485.91729389735065,0
473,DEBIT,41.858878861324875,C1668587,2739.7938588115817,2697.934979950257,C6254758,3018.946948147159,3060.805827008484,0
231,CASH_IN,23259.033460932205,C4451573,19560.805080965467,0.0,C4994086,49195.903668503524,72454.93712943573,0
190,DEBIT,2012.1231395180484,C5420429,264468.2260082701,262456.1028687521,C8407341,46906.09647334316,48918.21961286121,0
225,TRANSFER,18666.162847928063,C6338118,4886.572554041092,0.0,C4366811,16017.540634037096,34683.70348196516,0
385,DEBIT,883.4570780822606,C4217653,295.5532485330293,0.0,C1265897,6118.619888262015,7002.076966344275,0
377,CASH_OUT,84837.10336475215,C5518873,216.44680133230196,0.0,C6149082,929698.9360381849,1014536.039402937,0
283,CASH_IN,2268.7009757180635,C2535903,5560.812373252448,3292.1113975343847,C6768612,8673.052427836097,10941.753403554161,0
633,CASH_OUT,7323.056644056988,C6194573,3252.6061152023626,0.0,C8223606,6809.196012287777,14132.252656344765,0
628,CASH_OUT,1218.9041595931162,C7489396,5754.286940550562,4535.382780957445,C1006630,2936.1158700246906,4155.020029617806,0
259,TRANSFER,495.58388133479235,C8220189,14357.75803592091,13862.174154586117,C6624307,676025.8645700277,676521.4484513624,0
359,PAYMENT,91.66520284058713,C6550316,3080.197907172049,2988.532704331462,C1983607,34262.26289787314,34353.928100713725,0
710,CASH_OUT,14348.606558372672,C5724892,2023385.4067239908,2009036.800165618,C7252193,1023.5415425207186,15372.148100893392,0
456,DEBIT,6573.719931505722,C3311418,17411.708006516863,10837.98807501114,C4987948,807.6055209002209,7381.325452405943,0
411,PAYMENT,3595.308786853952,C2612798,49212.371300412626,45617.062513558674,C4238983,281.4416827201272,3876.750469574079,0
649,DEBIT,305.75017056881956,C1156892,5926.520850987736,5620.7706804189165,C6596236,6677.244949854789,6982.995120423609,0
318,DEBIT,50560.807517815,C9716625,6007.849381974952,0.0,C2474605,404.6594031606065,50965.46692097561,0
677,PAYMENT,3683.9660694379554,C4050718,2470.9991345860426,0.0,C5893476,784.302202612807,4468.268272050763,0
225,PAYMENT,12158.425439729352,C2979525,9419.487139189478,0.0,C6130998,68643.56680733098,80801.99224706033,0
234,DEBIT,2963.2018227788494,C5062390,384.57448773910676,0.0,C9058189,48145.96562450074,51109.16744727959,0
684,TRANSFER,337.36212408095855,C6345070,325.95070621937566,0.0,C3471126,159979.97939998683,160317.34152406777,0
664,CASH_IN,21695.77287943601,C5913756,2344.231863988589,0.0,C1967353,428.10113101790245,22123.87401045391,0
374,CASH_IN,7343.250632558488,C5733314,1220.7862439523087,0.0,C7496030,1091.5562759347208,8434.806908493209,0
672,TRANSFER,2073.8873088773926,C9174788,2346.3387572365887,272.4514483591961,C7526293,2305.0802582092133,4378.967567086605,0
608,PAYMENT,7096.387031835779,C8136973,4133.4968135707095,0.0,C7743319,215382.31028678332,222478.6973186191,0
472,DEBIT,15292.030426339343,C2418723,4545.64852727695,0.0,C2771196,9189.016920595748,24481.04734693509,0
233,CASH_IN,11163.58157333943,C7157813,41160.65817850744,29997.076605168008,C5790348,309914.24740694434,321077.82898028375,0
692,DEBIT,97.2560861618654,C4101659,38023.59873800846,37926.3426518466,C1907387,28421.137489613076,28518.393575774942,0
113,TRANSFER,151.3502111287369,C3870760,7652.07127364373,7500.721062514993,C2719967,6471.461643643762,6622.811854772499,0
497,DEBIT,12909.235434388649,C4237215,429507.18073683506,416597.94530244643,C1809804,25531.69454561348,38440.92998000213,0
442,TRANSFER,740.8215498831719,C3193383,3187.010001467839,2446.1884515846673,C9141281,254.99348297797764,995.8150328611496,0
564,PAYMENT,366.05178157883375,C3535155,42817.35835400959,42451.30657243076,C4011661,133.1564858842798,499.20826746311354,0
268,TRANSFER,6274.245134620788,C1896408,22277.113001176727,16002.867866555938,C8576159,13609.391995893286,19883.637130514075,0
510,TRANSFER,344.5062338749868,C1058054,5246.893704620571,4902.387470745584,C4766340,8339.87983868139,8684.386072556377,0
386,CASH_IN,1143.3497092423709,C3454980,6248.4349731384245,5105.085263896053,C4935377,387408.53810730967,388551.887816552,0
387,DEBIT,16391.852622135542,C5158481,3353.385009562667,0.0,C2089610,513.9369255100037,16905.789547645545,0
113,CASH_IN,144.27430203867132,C5378695,36948.712015418,36804.43771337933,C3316025,17067.048652561447,17211.322954600117,0
613,CASH_OUT,193.15104137033669,C6389978,98478.30250444324,98285.1514630729,C2864445,32550.797003029835,32743.94804440017,0
625,TRANSFER,118.86722761660832,C6077369,8718.096343435816,8599.229115819207,C2586752,16084.728405679152,16203.595633295761,0
81,CASH_OUT,532.5465643934315,C1935934,193.48930414428003,0.0,C9008745,72976.44594826459,73508.99251265802,0
699,CASH_IN,3517.2351039927626,C7208169,24158.2355301233,20641.000426130537,C8625530,2287.5931372714163,5804.828241264178,0
113,DEBIT,864.735895759671,C8965505,5663.721413507695,4798.985517748024,C5508690,42807.27217796817,43672.00807372784,0
2,CASH_IN,60276.53254765247,C7182242,982.2524105083488,0.0,C3766699,24910.63803758614,85187.17058523861,0
642,DEBIT,7410.250357058367,C2394838,9419.866226857146,2009.6158697987794,C5336444,83425.43480796512,90835.68516502349,0
220,DEBIT,2870.851332256893,C1512719,4040.8417261722993,1169.9903939154065,C9039543,2915.13922483989,5785.990557096783,0
566,PAYMENT,37602.20233324566,C8403487,904.2386215311383,0.0,C5116374,755.6613339888725,38357.86366723453,0
736,TRANSFER,208.1764389496803,C9877963,5205.666566517811,4997.49012756813,C5776466,2305.1189052212176,2513.295344170898,0
225,CASH_IN,16867.48439863946,C3721921,136222.88381444657,119355.39941580711,C9564805,966.6953575982099,17834.17975623767,0
385,DEBIT,1858.4214558978063,C6751978,10759.558718718956,8901.13726282115,C7562225,2617.6808493416684,4476.102305239475,0
403,CASH_IN,1199.1337643493503,C6543833,8531.167994098045,7332.034229748695,C8337148,4152.365219866787,5351.498984216138,0
638,CASH_IN,10118.720563665322,C4875351,19800.25947228344,9681.538908618119,C6815698,1309.25961138971,11427.980175055032,0
130,DEBIT,1306.3376817685753,C1564116,12976.503766706715,11670.16608493814,C4573341,8230.048260253208,9536.385942021783,0
53,CASH_OUT,4288.9922320202095,C4499053,4621.895539450919,332.9033074307099,C5013442,766.600509957639,5055.592741977848,0
684,TRANSFER,2441.0371417205856,C2093905,11969.284679634817,9528.24753791423,C2726596,6999.536093147076,9440.573234867661,0
730,TRANSFER,5502.201406453119,C6718279,9587.752680626149,4085.55127417303,C5156198,3009.579095492002,8511.78050194512,0
672,PAYMENT,1081.21332751777,C2036654,110.48600294041613,0.0,C2927398,6358.43748534632,7439.65081286409,0
710,PAYMENT,19025.295595746386,C1498488,23351.52704800668,4326.231452260294,C8938715,17795.767851634784,36821.063447381166,0
